,LB,BOLE,MOOB,ARF,ARFre,VU-LB,FU-ARF,FU-ARFre,OALE,CALMID
25,0.992385224,0.990433079,0.987131873,0.998182737,0.999037816,0.990954752,0.997363477,0.996916327,0.978602759,0.997636017
26,0.993682004,0.994390467,0.983377799,0.998125768,0.998557296,0.992406314,0.996416513,0.994749721,0.976162779,0.997670215
27,0.997803506,0.9961457,0.985829016,0.999470037,0.998445487,0.996180712,0.99830593,0.99869835,0.972651334,0.998708215
28,0.997282576,0.997462537,0.986490435,0.999232951,0.999007285,0.997306064,0.99868805,0.998165811,0.976128385,0.999198215
29,0.99397229,0.992009897,0.98597257,0.999242416,0.998891567,0.992065714,0.998124746,0.998392516,0.976748642,0.998192296
30,0.998849044,0.995907563,0.98801251,0.998688238,0.999411343,0.99778556,0.998848443,0.998272526,0.98071528,0.999241689
31,0.994991737,0.995225826,0.988912567,0.99889791,0.996832111,0.993936207,0.997941571,0.995285153,0.973559733,0.998492745
32,0.99745941,0.994522854,0.994349672,0.998991069,0.999463199,0.992403015,0.996747459,0.9989602,0.983609744,0.998405325
33,0.998740405,0.995593485,0.983940238,0.999131045,0.998721024,0.996076528,0.997947021,0.995185074,0.980406897,0.997926998
34,0.997328412,0.997999947,0.989360893,0.999456235,0.999550129,0.998459804,0.998766898,0.997873716,0.978305676,0.999031327
35,0.996981025,0.998820234,0.991500348,0.999414593,0.999504999,0.997507384,0.998904338,0.997220197,0.983026152,0.998512151
36,0.999457855,0.999378181,0.991634846,0.999578841,0.999627783,0.998994682,0.999518804,0.998831666,0.985544659,0.999758831
37,0.998323772,0.997506135,0.992626997,0.999138531,0.999047436,0.997625708,0.99847291,0.997869518,0.976177366,0.998854271
38,0.997005634,0.995134087,0.991757788,0.999189389,0.997907974,0.997398417,0.997251659,0.997212906,0.979225577,0.998874517
